date,TCS.NS,INFY.NS
2017-10-03,986.904296875,350.43295288085938
2017-10-04,984.4254150390625,348.9010009765625
2017-10-05,979.306640625,350.23907470703125
2017-10-06,986.17864990234375,356.8712158203125
2017-10-09,989.18243408203125,358.32553100585938
2017-10-10,991.25750732421875,362.8050537109375
2017-10-11,1007.8241577148438,360.962890625
2017-10-12,1027.1107177734375,359.64419555664062
2017-10-13,1031.3031005859375,360.73016357421875
2017-10-16,1041.701904296875,364.181884765625
2017-10-17,1045.793212890625,360.88528442382812
2017-10-18,1042.5885009765625,358.50009155273438
2017-10-19,1041.50048828125,359.50848388671875
2017-10-23,1043.1121826171875,364.37579345703125
2017-10-24,1039.2841796875,359.33389282226562
2017-10-25,1034.635986328125,362.74691772460938
2017-10-26,1026.127685546875,367.42041015625
2017-10-27,1044.4974365234375,367.03262329101562
2017-10-30,1057.390625,366.15985107421875
2017-10-31,1060.543212890625,362.52227783203125
2017-11-01,1051.994873046875,364.56723022460938
2017-11-02,1061.4122314453125,362.93524169921875
2017-11-03,1058.966796875,364.40997314453125
2017-11-06,1077.336669921875,365.21612548828125
2017-11-07,1095.322021484375,375.75537109375
2017-11-08,1105.406005859375,374.4969482421875
2017-11-09,1105.9718017578125,375.36209106445312
2017-11-10,1094.796630859375,378.33111572265625
2017-11-13,1115.0858154296875,374.35928344726562
2017-11-14,1097.16064453125,373.23855590820312
2017-11-15,1093.402099609375,374.30023193359375
2017-11-16,1110.114501953125,388.6934814453125
2017-11-17,1094.210693359375,381.83114624023438
2017-11-20,1092.654296875,377.74130249023438
2017-11-21,1080.326904296875,379.98281860351562
2017-11-22,1083.439208984375,380.00247192382812
2017-11-23,1083.681396484375,389.814208984375
2017-11-24,1086.4302978515625,397.01080322265625
2017-11-27,1085.5411376953125,392.763671875
2017-11-28,1085.318359375,387.23834228515625
2017-11-29,1074.3453369140625,386.45187377929688
2017-11-30,1065.7969970703125,383.85641479492188
2017-12-01,1062.9476318359375,377.0531005859375
2017-12-04,1063.9178466796875,387.4940185546875
2017-12-05,1065.2115478515625,387.10073852539062
2017-12-06,1064.302001953125,389.44061279296875
2017-12-07,1057.81494140625,393.17654418945312
2017-12-08,1051.4490966796875,393.98275756835938
2017-12-11,1075.53759765625,395.33944702148438
2017-12-12,1055.7535400390625,397.3843994140625
2017-12-13,1062.321533203125,394.72991943359375
2017-12-14,1033.7869873046875,398.4068603515625
2017-12-15,1028.85595703125,402.2607421875
2017-12-18,1042.9615478515625,399.78323364257812
2017-12-19,1040.8597412109375,394.80859375
2017-12-20,1046.3768310546875,399.48828125
2017-12-21,1049.10498046875,401.92645263671875
2017-12-22,1069.738037109375,408.72970581054688
2017-12-26,1070.8291015625,407.25509643554688
2017-12-27,1058.885986328125,406.72415161132812
2017-12-28,1061.7357177734375,406.3309326171875
2017-12-29,1091.7451171875,409.79153442382812
2018-01-01,1069.2733154296875,406.448974609375
2018-01-02,1063.453125,404.93487548828125
2018-01-03,1066.464111328125,401.63156127929688
2018-01-04,1073.9208984375,399.3114013671875
2018-01-05,1086.8948974609375,397.97433471679688
2018-01-08,1097.080078125,407.43212890625
2018-01-09,1094.897705078125,409.51629638671875
2018-01-10,1134.3447265625,413.80279541015625
2018-01-11,1127.8372802734375,423.06402587890625
2018-01-12,1122.1180419921875,424.10604858398438
2018-01-15,1109.8919677734375,425.16790771484375
2018-01-16,1152.2293701171875,441.566650390625
2018-01-17,1167.628173828125,453.06939697265625
2018-01-18,1179.4500732421875,453.30526733398438
2018-01-19,1196.0615234375,449.66763305664062
2018-01-22,1262.543212890625,452.24346923828125
2018-01-23,1256.708740234375,462.90066528320312
2018-01-24,1286.1219482421875,466.32208251953125
2018-01-25,1264.427001953125,462.23223876953125
2018-01-29,1295.9456787109375,465.181640625
2018-01-30,1277.3099365234375,460.36419677734375
2018-01-31,1260.902587890625,452.34185791015625
2018-02-01,1271.5367431640625,450.11990356445312
2018-02-02,1277.63427734375,449.58905029296875
2018-02-05,1257.1951904296875,447.60305786132812
2018-02-06,1214.2718505859375,435.62838745117188
2018-02-07,1197.175537109375,436.13973999023438
2018-02-08,1204.9334716796875,446.04974365234375
2018-02-09,1203.9208984375,436.1790771484375
2018-02-12,1202.1383056640625,433.68182373046875
2018-02-14,1179.6539306640625,431.69595336914062
2018-02-15,1185.345703125,438.26324462890625
2018-02-16,1188.2626953125,443.61163330078125
2018-02-19,1184.43408203125,445.06658935546875
2018-02-20,1193.0029296875,447.11154174804688
2018-02-21,1232.5230712890625,451.2210693359375
2018-02-22,1235.7232666015625,456.47091674804688
2018-02-23,1246.094970703125,454.46530151367188
2018-02-26,1228.228759765625,447.76028442382812
2018-02-27,1232.5428466796875,452.32205200195312
2018-02-28,1229.58544921875,461.13101196289062
2018-03-01,1230.6591796875,456.47091674804688
2018-03-05,1258.268798828125,454.56369018554688
2018-03-06,1232.725341796875,452.77447509765625
2018-03-07,1226.5069580078125,449.92318725585938
2018-03-08,1216.9859619140625,454.858642578125
2018-03-09,1229.200927734375,457.5130615234375
2018-03-12,1236.5133056640625,466.30230712890625
2018-03-13,1169.5255126953125,465.53558349609375
2018-03-14,1169.5660400390625,464.35568237304688
2018-03-15,1162.5980224609375,465.0242919921875
2018-03-16,1144.7720947265625,460.85574340820312
2018-03-19,1146.919677734375,450.96533203125
2018-03-20,1160.6328125,457.96539306640625
2018-03-21,1157.3516845703125,459.12545776367188
2018-03-22,1147.0614013671875,456.68728637695312
2018-03-23,1141.71337890625,459.16476440429688
2018-03-26,1141.247314453125,454.30807495117188
2018-03-27,1153.684814453125,453.81655883789062
2018-03-28,1154.2723388671875,445.0863037109375
2018-04-02,1178.78271484375,447.19009399414062
2018-04-03,1179.4312744140625,448.48788452148438
2018-04-04,1179.289306640625,442.09762573242188
2018-04-05,1198.3504638671875,451.28005981445312
2018-04-06,1195.2510986328125,443.1986083984375
2018-04-09,1184.5560302734375,437.00491333007812
2018-04-10,1190.1058349609375,437.850341796875
2018-04-11,1221.1187744140625,442.11724853515625
2018-04-12,1271.80029296875,457.19857788085938
2018-04-13,1277.492431640625,460.67886352539062
2018-04-16,1291.408447265625,445.63674926757812
2018-04-17,1282.8807373046875,442.49075317382812
2018-04-18,1279.8421630859375,442.78570556640625
2018-04-19,1292.826171875,445.4991455078125
2018-04-20,1378.43017578125,463.4315185546875
2018-04-23,1380.9417724609375,467.06927490234375
2018-04-24,1371.6239013671875,454.01312255859375
2018-04-25,1405.8978271484375,456.31362915039062
2018-04-26,1433.8516845703125,462.64511108398438
2018-04-27,1398.4842529296875,466.0859375
2018-04-30,1430.9547119140625,471.709716796875
2018-05-02,1417.84912109375,470.7462158203125
2018-05-03,1410.59765625,465.0439453125
2018-05-04,1410.1514892578125,461.32763671875
2018-05-07,1385.925048828125,465.22091674804688
2018-05-08,1394.1290283203125,458.35870361328125
2018-05-09,1413.615478515625,460.3837890625
2018-05-10,1398.200439453125,459.32205200195312
2018-05-11,1400.5093994140625,464.33612060546875
2018-05-14,1391.029541015625,467.69839477539062
2018-05-15,1410.820068359375,469.76303100585938
2018-05-16,1415.4791259765625,467.95413208007812
2018-05-17,1414.62841796875,465.181640625
2018-05-18,1418.78076171875,465.29949951171875
2018-05-21,1440.9410400390625,463.844482421875
2018-05-22,1421.5557861328125,469.48779296875
2018-05-23,1415.9654541015625,465.96804809570312
2018-05-24,1459.962158203125,480.1646728515625
2018-05-25,1452.7105712890625,483.03533935546875
2018-05-28,1418.78076171875,477.56915283203125
2018-05-29,1427.4708251953125,478.47366333007812
2018-05-30,1423.662841796875,476.50732421875
2018-05-31,1422.43701171875,484.41183471679688
2018-06-01,1415.4107666015625,480.08590698242188
2018-06-04,1425.051513671875,487.40042114257812
2018-06-05,1406.5465087890625,480.1055908203125
2018-06-06,1409.9371337890625,486.63360595703125
2018-06-07,1417.9437255859375,492.53244018554688
2018-06-08,1427.3798828125,495.52117919921875
2018-06-11,1429.50390625,496.4454345703125
2018-06-12,1455.076171875,494.91165161132812
2018-06-13,1490.288818359375,501.32174682617188
2018-06-14,1460.427734375,499.468505859375
2018-06-15,1503.3204345703125,516.20867919921875
2018-06-18,1494.29248046875,510.62863159179688
2018-06-19,1490.6156005859375,500.23403930664062
2018-06-20,1488.9410400390625,500.85830688476562
2018-06-21,1486.408203125,502.228271484375
2018-06-22,1478.6058349609375,502.7520751953125
2018-06-25,1486.326416015625,512.6630859375
2018-06-26,1513.0831298828125,514.83892822265625
2018-06-27,1517.9853515625,511.67620849609375
2018-06-28,1505.485107421875,519.5728759765625
2018-06-29,1509.6109619140625,526.6636962890625
2018-07-02,1512.5521240234375,537.743408203125
2018-07-03,1531.0982666015625,545.41845703125
2018-07-04,1524.643798828125,541.97369384765625
2018-07-05,1536.204345703125,517.31671142578125
2018-07-06,1562.8795166015625,517.41729736328125
2018-07-09,1538.4105224609375,523.29949951171875
2018-07-10,1531.955810546875,524.32708740234375
2018-07-11,1617.5777587890625,532.00213623046875
2018-07-12,1610.59228515625,521.48651123046875
2018-07-13,1618.557861328125,530.7733154296875
2018-07-16,1625.1754150390625,536.99810791015625
2018-07-17,1639.051513671875,535.00372314453125
2018-07-18,1637.4962158203125,532.8482666015625
2018-07-19,1622.064697265625,530.4913330078125
2018-07-20,1634.50830078125,543.14208984375
2018-07-23,1641.916748046875,546.30487060546875
2018-07-24,1636.4727783203125,554.84619140625
2018-07-25,1622.1466064453125,557.50531005859375
2018-07-26,1608.3936767578125,553.2750244140625
2018-07-27,1591.2430419921875,553.35552978515625
2018-07-30,1591.938720703125,544.31060791015625
2018-07-31,1588.3363037109375,549.9913330078125
2018-08-01,1618.0535888671875,545.5394287109375
2018-08-02,1595.049560546875,545.3782958984375
2018-08-03,1620.4681396484375,549.58856201171875
2018-08-06,1617.2755126953125,548.19854736328125
2018-08-07,1610.5625,551.1396484375
2018-08-08,1616.0067138671875,549.04449462890625
2018-08-09,1616.2933349609375,555.9742431640625
2018-08-10,1631.64306640625,558.1903076171875
2018-08-13,1637.4140625,567.57781982421875
2018-08-14,1640.19775390625,567.3963623046875
2018-08-16,1644.250244140625,575.95806884765625
2018-08-17,1647.7296142578125,576.28033447265625
2018-08-20,1645.4371337890625,557.70672607421875
2018-08-21,1651.7408447265625,557.58575439453125
2018-08-23,1666.0260009765625,563.00482177734375
2018-08-24,1672.493408203125,555.30963134765625
2018-08-27,1678.96044921875,570.25701904296875
2018-08-28,1693.9417724609375,574.0037841796875
2018-08-29,1696.234130859375,568.12158203125
2018-08-30,1704.7481689453125,570.57928466796875
2018-08-31,1701.473388671875,580.611328125
2018-09-03,1680.5980224609375,577.85162353515625
2018-09-04,1718.2557373046875,593.98748779296875
2018-09-05,1702.16943359375,588.14556884765625
2018-09-06,1698.935791015625,585.92974853515625
2018-09-07,1702.66064453125,590.4822998046875
2018-09-10,1703.3974609375,588.91094970703125
2018-09-11,1675.1536865234375,591.69091796875
2018-09-12,1673.27099609375,598.6207275390625
2018-09-14,1690.8310546875,591.20745849609375
2018-09-17,1697.993896484375,584.962646484375
2018-09-18,1695.2108154296875,579.44293212890625
2018-09-19,1701.064208984375,579.966796875
2018-09-21,1721.7347412109375,568.32305908203125
2018-09-24,1799.7513427734375,578.75799560546875
2018-09-25,1787.2674560546875,585.16412353515625
2018-09-26,1753.6619873046875,578.435791015625
2018-09-27,1791.892822265625,584.0360107421875
2018-09-28,1787.6766357421875,588.266357421875
2018-10-01,1846.496337890625,601.642578125
2018-10-03,1770.6085205078125,587.01739501953125
2018-10-04,1690.3402099609375,569.85418701171875
2018-10-05,1721.32568359375,583.874755859375
2018-10-08,1700.7774658203125,575.696044921875
2018-10-09,1712.443359375,578.3551025390625
2018-10-10,1672.9847412109375,564.4150390625
2018-10-11,1620.8780517578125,542.57818603515625
2018-10-12,1570.4083251953125,546.9696044921875
2018-10-15,1595.9501953125,563.08544921875
2018-10-16,1606.4285888671875,560.2249755859375
2018-10-17,1579.4949951171875,568.3634033203125
2018-10-19,1566.23291015625,550.797119140625
2018-10-22,1557.8829345703125,547.8963623046875
2018-10-23,1512.475341796875,529.8868408203125
2018-10-24,1516.4542236328125,523.60174560546875
2018-10-25,1520.145751953125,528.44842529296875
2018-10-26,1475.9278564453125,516.10772705078125
2018-10-29,1534.9127197265625,525.19012451171875
2018-10-30,1554.437255859375,537.286376953125
2018-10-31,1590.000244140625,559.11669921875
2018-11-01,1588.0316162109375,543.0699462890625
2018-11-02,1569.7373046875,539.445068359375
2018-11-05,1551.1968994140625,542.499755859375
2018-11-06,1585.529052734375,542.86614990234375
2018-11-07,1593.2818603515625,550.238037109375
2018-11-09,1566.250732421875,537.20501708984375
2018-11-12,1570.8856201171875,541.03338623046875
2018-11-13,1587.3751220703125,542.25531005859375
2018-11-14,1542.828857421875,532.0733642578125
2018-11-15,1536.43017578125,534.6798095703125
2018-11-16,1547.7105712890625,530.1590576171875
2018-11-19,1560.7132568359375,530.8514404296875
2018-11-20,1540.8603515625,522.46142578125
2018-11-21,1486.5106201171875,504.29638671875
2018-11-22,1486.962158203125,505.64059448242188
