# script_path: C:\Users\preet\OneDrive\Desktop\Skool\Arbit\analysis\claim_002_healthy_episode_characterization\codex\characterize_episode_1.py
# git_commit: 8452b6849ee79050d213ebfc5de84b3e127fd4ef
# snapshot_id: tcs_infy_v1_2026-07-04
# timestamp_utc: 2026-07-05T12:35:58.046603+00:00
# output_content_sha256: 247b3a425230ce7f97198922704052b8e5b50f04391b79719c8653f9872512cf
# output_hash_scope: bytes after this provenance header
# final_file_sha256: recorded in output_manifest.csv and provenance.json
episode_id,metric,n,mean,std,min,q25,median,q75,max,start,end,end_minus_start,slope_per_month,median_absolute_monthly_change
500d_strict,beta,24,0.6811805549568977,0.10364615615334334,0.5450922330792083,0.6412063498642906,0.6594266941050052,0.6721376779064762,0.9773806589082634,0.9773806589082634,0.6661080794931697,-0.3112725794150937,-0.007268894413732982,0.011825355636868262
500d_strict,absolute_beta_change,23,0.02600764091988825,0.03080427565099463,7.671558441235682e-05,0.004287107500082488,0.011825355636868262,0.03557741258651487,0.10603139806158723,0.04272270548452051,0.0027590872784080123,-0.039963618206112494,-0.0033216956910773754,
500d_strict,half_life,24,12.542908408542852,0.9759832630696857,10.497456436654081,12.102255140022931,12.703908861975343,13.119235259095232,14.642765828358208,13.654001803898636,13.219057268233021,-0.43494453566561475,0.02362807580843872,0.5129724482619125
500d_strict,spread_phi,24,0.9459337724660596,0.004202915480246179,0.9361027690116926,0.9443326270021905,0.9469000425145695,0.9485369492234733,0.9537657566141853,0.9505018884203708,0.9489155741543572,-0.001586314266013522,0.00012712045699715078,0.0019136708627269794
500d_strict,engle_granger_p_value,24,0.009968603429011933,0.012836269509030308,6.595105599551577e-05,0.0030014387740028587,0.004648174857553608,0.012523993241286098,0.048051729487043365,0.003285387943339923,0.0432358068193637,0.039950418876023776,0.0010589562244162835,0.0037227570629378313
500d_strict,adf_p_value,24,0.00013394113587363878,0.00021597266686894327,4.028163947817914e-07,2.6296465563105842e-05,4.3678137508154004e-05,0.00014425204665628172,0.0008194453658985927,2.910977907138891e-05,0.0007103093319635719,0.0006811995528921829,1.7343612051316824e-05,4.251253294085925e-05
500d_strict,spread_std,24,0.0465196225395102,0.0038633870187577877,0.040864650150836936,0.04458278909994107,0.04576772642800889,0.04718931083222657,0.057201360140873646,0.057201360140873646,0.040864650150836936,-0.01633670999003671,-0.00038285442195284557,0.0007411085321830657
500d_strict,spread_daily_change_std,24,0.015097783605275252,0.0010201143227812806,0.01289840810506896,0.014786479820248825,0.015141840279881568,0.015369804929950439,0.017456409883209473,0.017456409883209473,0.01289840810506896,-0.004558001778140513,-0.00012735788974849085,0.00019914854587361162
730d_strict,beta,28,0.6708688197075954,0.024954253774657455,0.6477039640089935,0.6563107632538822,0.6625919660257567,0.673370949985825,0.7495151348775415,0.7495151348775415,0.6639017263318384,-0.0856134085457031,-0.0018908932658865951,0.00442205538655005
730d_strict,absolute_beta_change,27,0.006876927509611396,0.006857912047524487,0.0009698643176155874,0.0032471314879606306,0.00442205538655005,0.007696983371327293,0.03425135519872502,0.013700752255034199,0.009368265562220812,-0.0043324866928133865,-0.0003771564669181452,
730d_strict,half_life,28,14.013092834785368,1.5471540202525413,11.710708083335298,13.432169618544481,13.680978407910775,14.313256118755557,17.704357491423384,17.704357491423384,17.256725720532902,-0.44763177089048156,0.017010213982278533,0.37742288126132095
730d_strict,spread_phi,28,0.9512350493127616,0.004906195647406325,0.9425284470213261,0.9497050054733543,0.95059700089769,0.9527242816200558,0.9616052849900157,0.9616052849900157,0.9606292078750718,-0.0009760771149439629,9.562466982384472e-05,0.0013615235703797746
730d_strict,engle_granger_p_value,28,0.001631645480782519,0.003035812614837442,1.865178629854679e-05,9.954301630258773e-05,0.00032820312625303337,0.0015672094340623854,0.013158188162070537,0.006164301337835329,0.013158188162070537,0.006993886824235208,0.0001522348697729542,0.00025636821433340626
730d_strict,adf_p_value,28,1.6048436943395002e-05,3.4063116559860446e-05,1.09240479031749e-07,6.204164226932093e-07,2.2163295289373265e-06,1.2475870463082241e-05,0.00015334063771354307,6.103131305830431e-05,0.00015334063771354307,9.230932465523875e-05,1.6855709182309158e-06,1.9319427677034167e-06
730d_strict,spread_std,28,0.04393246717089915,0.0050368321115799,0.03713221305779723,0.04217059796539057,0.04370433883367378,0.04501986078203474,0.05852408673764799,0.05852408673764799,0.037604885010895435,-0.020919201726752552,-0.0004929642812260606,0.0005198375614477377
730d_strict,spread_daily_change_std,28,0.013532549109707817,0.0012287463221064198,0.010593547347512727,0.01323260293875637,0.013906540701193279,0.014261539600436893,0.015264966681064564,0.015264966681064564,0.010593547347512727,-0.004671419333551837,-0.00013980032898910395,0.00010123044148235491
500d_730d_consensus_strict,beta,13,0.6545970376678049,0.011413675038970004,0.6219063106761329,0.6522532553585454,0.659388336312799,0.6600321394933375,0.6661080794931697,0.6219063106761329,0.6661080794931697,0.04420176881703686,0.0018491537532160413,0.0047996217964562105
500d_730d_consensus_strict,absolute_beta_change,13,0.007924284963385212,0.0069949775353807,7.671558441235682e-05,0.0034429725567817204,0.004985684494710152,0.011825355636868262,0.025867472949346215,0.013942466792557728,0.0027590872784080123,-0.011183379514149716,-0.0010816033734872335,
500d_730d_consensus_strict,half_life,13,12.628630684736432,0.6978960839207752,11.33025212676943,12.160876762955137,12.696471993756255,13.153289239484025,13.747250696894005,13.153289239484025,13.219057268233021,0.06576802874899634,0.07200070489272394,0.5101030512646929
500d_730d_consensus_strict,spread_phi,13,0.9464484266406631,0.002901589039359713,0.9406570321438937,0.9445958399604427,0.9468697981062466,0.9486668167164559,0.9508292450170842,0.9486668167164559,0.9489155741543572,0.00024875743790131466,0.0002850048405470479,0.0018714366689502882
500d_730d_consensus_strict,engle_granger_p_value,13,0.013595344269401392,0.015972370155452997,0.0016873812903982772,0.0040817006814595136,0.0052738842864641184,0.016015791577453115,0.048051729487043365,0.0040817006814595136,0.0432358068193637,0.03915410613790418,0.003022583921511677,0.004726089952450187
500d_730d_consensus_strict,adf_p_value,13,0.00019425499225982011,0.0002758805048446337,1.3555265901626941e-05,3.749455046678849e-05,5.0703575862099e-05,0.00019590637912345112,0.0008194453658985927,3.749455046678849e-05,0.0007103093319635719,0.0006728147814967834,5.1240138522583646e-05,7.924956325804078e-05
500d_730d_consensus_strict,spread_std,13,0.04485719642586216,0.0020116559861374237,0.040864650150836936,0.04403058497655604,0.044712604763850514,0.04598326130970435,0.047665298070303314,0.047188317192542545,0.040864650150836936,-0.006323667041705609,-0.00044002525830555547,0.0008693600955557677
500d_730d_consensus_strict,spread_daily_change_std,13,0.014530673571703233,0.0008211873529091346,0.01289840810506896,0.014599317434966043,0.01484004860281916,0.015078929825069271,0.015352384090470376,0.015114371705652753,0.01289840810506896,-0.0022159636005837924,-0.00018669630492086566,0.00012605021670602286
500d_borderline_tolerant,beta,37,0.6698155675237162,0.08695617636883682,0.5450922330792083,0.6240544371378031,0.6594650518972114,0.6768845403225504,0.9773806589082634,0.9773806589082634,0.5985476430923222,-0.3788330158159412,-0.0035321923476399095,0.011795097119449538
500d_borderline_tolerant,absolute_beta_change,36,0.021308376247881382,0.02595331447206835,7.671558441235682e-05,0.004469297380344461,0.011795097119449538,0.02650863463413697,0.10603139806158723,0.04272270548452051,0.013699952396916681,-0.029022753087603825,-0.0013179495306888415,
500d_borderline_tolerant,half_life,37,13.692640834605582,2.0066034339708243,10.497456436654081,12.22591559745124,13.107883932298968,15.099732025069958,17.729563565695923,13.654001803898636,16.260331149260537,2.6063293453619014,0.13855575801022676,0.5205829384614482
500d_borderline_tolerant,spread_phi,37,0.9497072648304936,0.006765962628572231,0.9361027690116926,0.9448822998387922,0.9484936600591458,0.9551330761584308,0.9616588105704474,0.9505018884203708,0.958267694236541,0.007765805816170257,0.00046344423761054856,0.0018714366689502882
500d_borderline_tolerant,engle_granger_p_value,37,0.026411140948160074,0.028430446054363633,6.595105599551577e-05,0.0040817006814595136,0.01284550087048635,0.0464472138419084,0.09636806712693774,0.003285387943339923,0.03985051615523341,0.03656512821189349,0.0020916844607390267,0.00723091869261764
500d_borderline_tolerant,adf_p_value,37,0.00046852140721661965,0.0006014748684174967,4.028163947817914e-07,3.749455046678849e-05,0.00014884022834833272,0.0007825192441175084,0.002184458585987961,2.910977907138891e-05,0.0006366713402356554,0.0006075615611642665,4.195814068805562e-05,0.00011820022962714068
500d_borderline_tolerant,spread_std,37,0.04360071323971226,0.005191041628148676,0.035803597379785695,0.03991056175962414,0.04445075700291782,0.04650970119392842,0.057201360140873646,0.057201360140873646,0.03596176978598302,-0.021239590354890626,-0.00043021990920832866,0.0006205858176038387
500d_borderline_tolerant,spread_daily_change_std,37,0.013713364711170512,0.0021455239061193613,0.009901092984948148,0.0115627079358739,0.014625773472537823,0.015217829449032227,0.017456409883209473,0.017456409883209473,0.009901092984948148,-0.007555316898261326,-0.00019076426539215723,0.00020671183807747465
